marker_type,x,y,z,long_range,area_id
BauxitePickup,686847,1039270,20795,f,2
AzuritePickup,690891,1036409,21604,f,2
FuelCellPart,683239,1039757,16162,f,2
AzuriteOre,690963,1036367,21587,f,2
ScrapMetalWreckage,691899,1036896,21597,f,2
ScrapMetalPart,692054,1036676,21639,f,2
RhyolitePickup,685720,1035362,21133,f,2
ScrapMetalPart,691268,1030831,21569,f,2
ScrapMetalPart,687848,1031642,21522,f,2
ScrapMetalWreckage,692621,1031758,21635,f,2
ScrapMetalWreckage,691461,1031025,21558,f,2
ScrapMetalPart,692721,1032009,21629,f,2
Cave,717620,924514,17970,t,2
Cave,722387,923567,16354,t,2
BauxiteOre,1011204,-81361,6697,f,71
ScrapMetalPart,1030255,-74855,4994,f,71
ScrapMetalPart,999728,-85892,1703,f,71
RhyolitePickup,1004842,-85484,2960,f,71
ScrapMetalWreckage,1002392,-101146,1542,f,71
ScrapMetalPart,1018462,-107498,1384,f,71
FuelCellPart,1007711,-100459,2817,f,71
FuelCellPart,1020233,-76880,1178,f,71
ScrapMetalPart,1030557,-74747,5001,f,71
FuelCellPart,1011441,-80618,6583,f,71
AzuritePickup,1045377,-74550,1883,f,71
RhyolitePickup,1046801,-90935,2183,f,71
ScrapMetalPart,1000852,-88630,2052,f,71
FuelCellPart,1033300,-90469,1637,f,71
BrittleBush,1022940,-38199,2822,f,71
ScrapMetalPart,-186642,90488,620,f,31
ScrapMetalWreckage,-207129,85717,1544,f,31
RhyolitePickup,-204651,83284,1727,f,31
ScrapMetalWreckage,-173593,88155,1383,f,32
FuelCellWreckage,-197133,92509,3562,f,31
ScrapMetalPart,1017957,-103626,1377,f,71
FuelCellPart,1043448,-92611,1524,f,71
RhyolitePickup,1025110,-82691,1764,f,71
BrittleBush,1026125,-85221,2436,f,71
ScrapMetalPart,1006071,-73645,1665,f,71
ScrapMetalWreckage,1000660,-88726,1977,f,71
AzuritePickup,1015638,-91506,2169,f,71
AzuritePickup,1032944,-83884,4869,f,71
ScrapMetalWreckage,1024191,-77068,1317,f,71
BrittleBush,1034574,-96360,1879,f,71
RhyolitePickup,1022584,-100633,1278,f,71
FuelCellWreckage,1046328,-67426,1128,f,71
StravidiumOre,1028335,-98233,4603,f,71
ScrapMetalWreckage,1036298,-96142,3710,f,71
ScrapMetalWreckage,1023029,-86752,3343,f,71
TitaniumOre,1017158,-101912,1410,f,71
ScrapMetalWreckage,1012226,-73263,1308,f,71
RhyolitePickup,1006734,-76078,2931,f,71
BrittleBush,1001772,-95276,2387,f,71
FuelCellPart,1002807,-82167,2536,f,71
FuelCellPart,1011903,-76146,2016,f,71
FuelCellPart,1019499,-80119,1828,f,71
RhyolitePickup,1007149,-90112,2326,f,71
AzuritePickup,1042022,-73239,1458,f,71
AzuritePickup,1007009,-102580,2316,f,71
BauxitePickup,1018382,-87103,2643,f,71
FuelCellPart,1001080,-93347,2179,f,71
FuelCellPart,1024933,-104068,1189,f,71
ScrapMetalPart,1002286,-92296,2854,f,71
ScrapMetalPart,1009824,-93166,2419,f,71
ScrapMetalWreckage,1003950,-88019,3183,f,71
BauxiteOre,1018441,-86933,2633,f,71
ScrapMetalWreckage,1047014,-67256,1119,f,71
ScrapMetalWreckage,1027415,-78959,1898,f,71
ScrapMetalPart,1020120,-78790,1644,f,71
RhyolitePickup,999618,-85328,1694,f,71
ScrapMetalWreckage,1008820,-102155,2906,f,71
ScrapMetalWreckage,1012604,-89489,1717,f,71
FuelCellPart,1045130,-66465,1223,f,71
FuelCellWreckage,1033164,-90234,1674,f,71
TitaniumOre,1018202,-95215,1807,f,71
FuelCellPart,1018802,-74615,1244,f,71
BasaltOre,1027974,-99583,4581,f,71
BrittleBush,1020149,-93410,3223,f,71
ScrapMetalWreckage,1045053,-90131,1541,f,71
RhyolitePickup,1051795,-88680,1684,f,71
ScrapMetalPart,1028270,-80613,2114,f,71
ScrapMetalPart,1042578,-91536,1473,f,71
AzuriteOre,1016026,-91544,2212,f,71
FuelCellPart,1013242,-74569,1427,f,71
ScrapMetalWreckage,1039514,-98032,4645,f,71
ScrapMetalWreckage,1009826,-93202,2431,f,71
TitaniumOre,1004395,-103174,1750,f,71
ScrapMetalPart,1032209,-81128,2050,f,71
RhyolitePickup,1006810,-77084,3012,f,71
AzuritePickup,1019548,-105079,1408,f,71
StravidiumPickup,1028669,-97985,4581,f,71
ScrapMetalWreckage,1000346,-80565,2455,f,71
TitaniumOre,1021090,-85795,2829,f,71
ScrapMetalPart,1018073,-93247,2587,f,71
ScrapMetalWreckage,1043938,-89939,1548,f,71
StravidiumOre,1022944,-72025,1146,f,71
ScrapMetalWreckage,1030794,-74811,4953,f,71
FuelCellPart,1013030,-74051,1304,f,71
RhyolitePickup,1022289,-101564,1099,f,71
FuelCellPart,1019014,-99132,1269,f,71
ScrapMetalPart,1030258,-94411,1943,f,71
FuelCellPart,1008895,-92934,2633,f,71
ScrapMetalWreckage,1045644,-65902,1207,f,71
FuelCellPart,1045647,-93343,1688,f,71
ScrapMetalWreckage,1030027,-70644,1650,f,71
ScrapMetalPart,1003683,-87965,3164,f,71
ScrapMetalPart,1006026,-94474,4155,f,71
ScrapMetalPart,1005668,-102982,2409,f,71
BasaltOre,1027063,-97429,4603,f,71
BrittleBush,1003911,-100309,2236,f,71
BasaltPickup,1047130,-71833,2121,f,71
AzuritePickup,1042646,-96242,1508,f,71
ScrapMetalWreckage,1026523,-103247,1280,f,71
FuelCellPart,1012882,-83776,6823,f,71
ScrapMetalPart,1004136,-74150,1917,f,71
FuelCellWreckage,1012762,-83797,6839,f,71
RhyolitePickup,1020561,-76974,1197,f,71
RhyolitePickup,1030583,-104637,1473,f,71
BrittleBush,1047044,-70259,1500,f,71
RhyolitePickup,1007912,-76288,2511,f,71
FuelCellPart,1026119,-96257,4550,f,71
ScrapMetalPart,1027167,-79054,1916,f,71
ScrapMetalPart,1018508,-107003,1411,f,71
FuelCellPart,1001928,-97361,1980,f,71
ScrapMetalPart,1039700,-97828,4638,f,71
FuelCellPart,1045977,-90183,1787,f,71
ScrapMetalPart,1005112,-73415,1780,f,71
BrittleBush,1046698,-79943,1121,f,71
ScrapMetalPart,1009090,-102161,2956,f,71
ScrapMetalPart,1044992,-71662,1446,f,71
ScrapMetalPart,1017433,-107675,1442,f,71
BrittleBush,1034443,-76087,1660,f,71
TitaniumOre,1041767,-77495,1648,f,71
ScrapMetalWreckage,1005885,-76610,3196,f,71
FuelCellPart,1018512,-91406,2688,f,71
ScrapMetalPart,1017780,-86260,2581,f,71
ScrapMetalPart,1013567,-108094,2191,f,71
BrittleBush,1051461,-88127,1679,f,71
BasaltPickup,1028799,-75405,5026,f,71
FuelCellWreckage,1018625,-74392,1191,f,71
ScrapMetalWreckage,1035952,-89371,1810,f,71
ScrapMetalWreckage,1025872,-73023,1669,f,71
BrittleBush,1030896,-97722,1889,f,71
FuelCellPart,1047254,-66655,1161,f,71
FuelCellPart,1033414,-95850,1787,f,71
ScrapMetalWreckage,1042711,-91304,1480,f,71
ScrapMetalPart,1029870,-93518,1957,f,71
ScrapMetalPart,1006824,-97462,3336,f,71
TitaniumOre,1047734,-87440,1718,f,71
AzuritePickup,1023910,-70731,1170,f,71
FuelCellWreckage,1000160,-89217,1753,f,71
ScrapMetalPart,1016282,-89548,2058,f,71
ScrapMetalPart,1038237,-84583,1772,f,71
ScrapMetalPart,1028223,-103901,1225,f,71
ScrapMetalWreckage,1017548,-86268,2557,f,71
RhyolitePickup,1016999,-97685,1627,f,71
BrittleBush,1044079,-80595,1560,f,71
FuelCellPart,1001167,-88680,2168,f,71
FuelCellPart,1012034,-74484,1450,f,71
RhyolitePickup,1027443,-85231,2668,f,71
RhyolitePickup,1002982,-103307,1526,f,71
ScrapMetalWreckage,1043916,-90702,1520,f,71
ScrapMetalPart,1035210,-89065,1848,f,71
FuelCellWreckage,1018777,-99137,1252,f,71
BasaltPickup,1027533,-97311,4561,f,71
ScrapMetalPart,1035310,-89772,1796,f,71
ScrapMetalPart,1022250,-78451,1516,f,71
FuelCellPart,1001149,-82864,2226,f,71
ScrapMetalWreckage,1009338,-90374,1791,f,71
StravidiumOre,1030710,-87219,2178,f,71
BrittleBush,1052037,-87788,1365,f,71
ScrapMetalWreckage,1035203,-79058,1786,f,71
FuelCellPart,1024005,-83956,2199,f,71
ScrapMetalWreckage,1008289,-73248,1652,f,71
AzuritePickup,1024469,-76923,1318,f,71
BrittleBush,1046809,-90254,2050,f,71
BrittleBush,1045776,-80349,1260,f,71
AzuritePickup,1011546,-105165,2923,f,71
ScrapMetalPart,1046124,-89980,1781,f,71
ScrapMetalPart,1022970,-87006,3445,f,71
RhyolitePickup,1046019,-92885,1879,f,71
FuelCellPart,1015605,-96317,1786,f,71
StravidiumOre,1017302,-100776,1336,f,71
ScrapMetalPart,1043436,-75643,1589,f,71
ScrapMetalWreckage,1017915,-93221,2552,f,71
BasaltOre,1029206,-75352,5004,f,71
FuelCellPart,1000160,-89485,1747,f,71
RhyolitePickup,998621,-82591,1444,f,71
ScrapMetalPart,1024365,-103583,1240,f,71
ScrapMetalPart,1008893,-96560,2763,f,71
ScrapMetalWreckage,1046115,-88299,1683,f,71
BrittleBush,1008921,-98856,2278,f,71
ScrapMetalPart,1043893,-89673,1562,f,71
FuelCellPart,1030925,-98153,1860,f,71
FuelCellWreckage,1045208,-66616,1213,f,71
ScrapMetalPart,1010683,-75179,1654,f,71
BrittleBush,1018399,-91159,2649,f,71
ScrapMetalPart,1020855,-85024,2754,f,71
BrittleBush,1020773,-99821,1274,f,71
ScrapMetalPart,1047039,-67238,1121,f,71
BrittleBush,1034714,-77564,1799,f,71
AzuritePickup,1020544,-80547,1894,f,71
ScrapMetalPart,1002264,-95716,2468,f,71
RhyolitePickup,1006304,-105509,2183,f,71
ScrapMetalPart,1026496,-75320,1662,f,71
FuelCellPart,1028337,-36876,2591,f,71
ScrapMetalWreckage,1024104,-69123,1305,f,71
BrittleBush,1028834,-102070,1443,f,71
AzuritePickup,1047260,-67736,1104,f,71
RhyolitePickup,1017589,-97192,1518,f,71
FuelCellPart,1027588,-37086,2588,f,71
ScrapMetalWreckage,1046369,-89852,1800,f,71
BauxitePickup,1032898,-97512,1842,f,71
BasaltOre,1046659,-71859,1778,f,71
BrittleBush,1001430,-77215,3150,f,71
ScrapMetalWreckage,1022641,-100148,1404,f,71
ScrapMetalWreckage,1010786,-99715,2462,f,71
ScrapMetalPart,1016790,-101656,1410,f,71
ScrapMetalPart,1043894,-90699,1520,f,71
ScrapMetalPart,1045757,-90532,1774,f,71
RhyolitePickup,1021697,-84347,2635,f,71
FuelCellPart,1025766,-102460,1364,f,71
FuelCellWreckage,1012069,-74286,1384,f,71
FuelCellPart,1012503,-88695,1785,f,71
ScrapMetalPart,1029490,-71065,1776,f,71
AzuriteOre,1008128,-90478,2064,f,71
ScrapMetalPart,1010902,-99468,2429,f,71
BrittleBush,1026554,-36753,2672,f,71
FuelCellPart,1020722,-99045,1385,f,71
ScrapMetalWreckage,996517,-77385,2768,f,71
BrittleBush,1010568,-77875,2710,f,71
ScrapMetalWreckage,1005296,-73607,1715,f,71
FuelCellPart,1035011,-72045,1624,f,71
ScrapMetalWreckage,1041787,-74050,1470,f,71
ScrapMetalWreckage,1024452,-103329,1185,f,71
ScrapMetalPart,1038346,-83610,1604,f,71
ScrapMetalPart,1044986,-74752,1826,f,71
FuelCellPart,1024251,-83650,2098,f,71
RhyoliteOre,1017283,-97996,1514,f,71
FuelCellPart,1022340,-100327,1335,f,71
BrittleBush,1051980,-88103,1461,f,71
ScrapMetalWreckage,1031994,-81294,1992,f,71
BasaltPickup,1028367,-99702,4596,f,71
RhyoliteOre,1009699,-85307,6520,f,71
FuelCellPart,1046557,-67572,1117,f,71
ScrapMetalPart,1035261,-79238,1736,f,71
FuelCellPart,1004644,-73727,1752,f,71
ScrapMetalPart,1044940,-92932,1572,f,71
ScrapMetalPart,1015654,-90904,2070,f,71
ScrapMetalWreckage,1029558,-71179,1814,f,71
ScrapMetalPart,1020603,-85766,2798,f,71
RhyolitePickup,1028354,-84606,2634,f,71
StravidiumPickup,1017711,-100807,1328,f,71
BauxiteOre,1032944,-97920,1811,f,71
ScrapMetalPart,1043047,-74300,1513,f,71
ScrapMetalPart,997325,-76986,2763,f,71
ScrapMetalPart,1000310,-80725,2429,f,71
FuelCellPart,1045694,-92985,1752,f,71
RhyolitePickup,1046061,-67261,1144,f,71
ScrapMetalWreckage,1003395,-98510,2522,f,71
TitaniumPickup,1004028,-102961,1676,f,71
ScrapMetalWreckage,1043112,-74240,1519,f,71
ScrapMetalPart,1035856,-89123,1849,f,71
RhyolitePickup,1001848,-95924,2315,f,71
RhyolitePickup,1024638,-83313,1952,f,71
ScrapMetalWreckage,1006814,-97477,3314,f,71
BrittleBush,1006440,-102878,2368,f,71
ScrapMetalWreckage,1002614,-103382,1635,f,71
ScrapMetalWreckage,1045851,-66818,1168,f,71
ScrapMetalPart,1006092,-76543,3152,f,71
RhyolitePickup,1042753,-73464,1460,f,71
FuelCellPart,1025546,-41853,2098,f,71
FuelCellWreckage,1001251,-93560,2229,f,71
ScrapMetalPart,1045030,-90871,1589,f,71
ScrapMetalWreckage,1030353,-94162,1939,f,71
ScrapMetalPart,1022403,-88044,3817,f,71
FuelCellPart,1022297,-106541,1622,f,71
ScrapMetalPart,1033749,-75909,1881,f,71
BrittleBush,1033427,-40262,1775,f,71
RhyolitePickup,1007906,-99444,2600,f,71
ScrapMetalPart,1003234,-98729,2463,f,71
ScrapMetalPart,1018083,-97514,1422,f,71
BasaltPickup,1006978,-93777,4156,f,71
RhyolitePickup,1027942,-78489,1754,f,71
ScrapMetalWreckage,1020287,-78840,1655,f,71
BasaltOre,1006882,-93377,4170,f,71
RhyolitePickup,1012787,-78312,3322,f,71
ScrapMetalPart,1035071,-93317,1689,f,71
ScrapMetalPart,1042001,-74100,1460,f,71
ScrapMetalWreckage,1045300,-92098,1730,f,71
FuelCellPart,1024134,-84699,2300,f,71
ScrapMetalWreckage,1028095,-104138,1230,f,71
RhyolitePickup,1001779,-80664,2971,f,71
AzuritePickup,1010410,-101177,2695,f,71
ScrapMetalPart,1046115,-66798,1156,f,71
FuelCellPart,1025828,-41640,1978,f,71
TitaniumPickup,1047502,-87796,1688,f,71
StravidiumPickup,1022865,-72435,1134,f,71
FuelCellPart,1011996,-73066,1356,f,71
FuelCellPart,1043141,-92002,1500,f,71
ScrapMetalPart,1022068,-79813,1822,f,71
TitaniumPickup,1028404,-41983,1834,f,71
BrittleBush,1013125,-78960,3369,f,71
ScrapMetalPart,1036347,-95932,3747,f,71
ScrapMetalPart,1011958,-73316,1317,f,71
TitaniumOre,1028807,-41904,1861,f,71
ScrapMetalPart,1019894,-75856,1100,f,71
ScrapMetalPart,1037000,-96357,4130,f,71
RhyolitePickup,1027607,-104320,1359,f,71
RhyolitePickup,1033407,-97089,1861,f,71
BrittleBush,999268,-81075,1993,f,71
ScrapMetalPart,1018878,-103162,1242,f,71
ScrapMetalPart,1013999,-105667,2902,f,71
BrittleBush,1031042,-100546,1943,f,71
FuelCellPart,1025944,-70726,1362,f,71
RhyolitePickup,1045377,-93106,1634,f,71
ScrapMetalPart,1023058,-84069,2411,f,71
BrittleBush,1012131,-96966,1990,f,71
ScrapMetalWreckage,1002431,-92051,2916,f,71
ScrapMetalPart,996550,-77654,2736,f,71
BrittleBush,1015163,-73507,1154,f,71
BauxitePickup,1011587,-81213,6714,f,71
RhyolitePickup,1039865,-90044,1296,f,71
BrittleBush,1014232,-78616,2135,f,71
TitaniumPickup,1015399,-89051,1968,f,71
ScrapMetalWreckage,1021834,-79685,1791,f,71
RhyoliteOre,1022035,-84241,2574,f,71
ScrapMetalPart,1002414,-103563,1710,f,71
ScrapMetalWreckage,1038122,-83595,1665,f,71
BrittleBush,1051184,-85206,1898,f,71
AzuritePickup,1011776,-97362,2086,f,71
ScrapMetalWreckage,1038146,-84332,1782,f,71
RhyolitePickup,1034746,-89188,1806,f,71
TitaniumOre,1014996,-88905,2000,f,71
BrittleBush,1044079,-76542,1908,f,71
ScrapMetalPart,1016190,-76044,1550,f,71
FuelCellPart,1035286,-83717,4372,f,71
ScrapMetalWreckage,1040628,-73640,1532,f,71
ScrapMetalWreckage,1022175,-78185,1474,f,71
FuelCellPart,1023896,-83618,2185,f,71
ScrapMetalPart,1002661,-101122,1557,f,71
StravidiumPickup,1030783,-87637,2083,f,71
ScrapMetalPart,1024456,-77132,1338,f,71
RhyolitePickup,1031425,-81396,1817,f,71
RhyolitePickup,1010097,-85211,6603,f,71
ScrapMetalPart,1009249,-90106,1820,f,71
ScrapMetalWreckage,1044948,-75024,1819,f,71
ScrapMetalPart,1008263,-73229,1658,f,71
BrittleBush,1009527,-90994,1776,f,71
ScrapMetalPart,1025949,-73277,1706,f,71
AzuritePickup,1009551,-106750,2562,f,71
ScrapMetalWreckage,1032694,-92452,1697,f,71
ScrapMetalPart,1040644,-73906,1535,f,71
RhyolitePickup,1043283,-75887,1591,f,71
ScrapMetalPart,1045315,-90121,1551,f,71
BrittleBush,1035645,-101175,3756,f,71
ScrapMetalWreckage,1023247,-83878,2357,f,71
FuelCellPart,1046428,-67112,1134,f,71
ScrapMetalWreckage,1021339,-94547,3756,f,71
ScrapMetalPart,1030028,-70712,1675,f,71
ScrapMetalPart,1024091,-69116,1308,f,71
ScrapMetalPart,1026358,-103247,1340,f,71
ScrapMetalPart,1024840,-104507,1254,f,71
AzuritePickup,1033199,-92329,1642,f,71
ScrapMetalPart,1045297,-92095,1735,f,71
AzuritePickup,1046232,-93224,1915,f,71
BrittleBush,1048708,-68321,1062,f,71
AzuriteOre,1030361,-88236,2105,f,71
ScrapMetalPart,1001175,-79495,2975,f,71
AzuritePickup,1003582,-86608,3489,f,71
BrittleBush,1009869,-97575,2258,f,71
ScrapMetalPart,1012752,-89261,1741,f,71
AzuritePickup,1030750,-88366,2039,f,71
FuelCellWreckage,1033153,-95791,1761,f,71
RhyolitePickup,1026823,-95689,4535,f,71
ScrapMetalWreckage,1043630,-75513,1606,f,71
AzuritePickup,1007690,-90322,2190,f,71
ScrapMetalWreckage,1005496,-103195,2375,f,71
FuelCellPart,1006645,-73496,1677,f,71
ScrapMetalWreckage,999466,-85924,1612,f,71
ScrapMetalWreckage,1013948,-105405,2925,f,71
RhyolitePickup,1004435,-104096,2050,f,71
ScrapMetalPart,1026721,-96973,4497,f,71
ScrapMetalPart,1032843,-92678,1687,f,71
ScrapMetalWreckage,1024828,-104516,1226,f,71
ScrapMetalWreckage,1002352,-95462,2535,f,71
ScrapMetalPart,1021064,-94544,3680,f,71
BasaltOre,1006083,-120808,4509,f,71
ScrapMetalPart,1054206,-92064,1362,f,71
ScrapMetalWreckage,1023243,-117038,1181,f,71
BrittleBush,1023651,-118084,1483,f,71
BrittleBush,1025526,-120751,2031,f,71
BasaltOre,1037570,-104917,2506,f,71
BrittleBush,1004433,-120092,1493,f,71
RhyolitePickup,1010665,-123928,4999,f,71
ScrapMetalWreckage,1052383,-94102,1713,f,71
ScrapMetalWreckage,1020613,-114366,1189,f,71
FuelCellPart,1004576,-122713,1487,f,71
RhyolitePickup,1016593,-110125,1157,f,71
FuelCellPart,1006078,-121182,3047,f,71
StravidiumOre,1013327,-126441,2335,f,71
TitaniumPickup,1044168,-97393,2471,f,71
ErythriteOre,1012830,-119289,2357,f,71
ScrapMetalWreckage,1017356,-109525,1201,f,71
TitaniumOre,1004848,-118550,1467,f,71
RhyoliteOre,1010671,-123923,4985,f,71
ScrapMetalWreckage,1019299,-111905,1429,f,71
ScrapMetalWreckage,1013733,-108197,2177,f,71
StravidiumOre,1050539,-92317,2576,f,71
BrittleBush,1007385,-116789,1314,f,71
AzuritePickup,1019816,-111919,1490,f,71
ScrapMetalWreckage,1054446,-92208,1293,f,71
BrittleBush,1043613,-99806,2926,f,71
ScrapMetalWreckage,1012587,-119743,4453,f,71
BrittleBush,1022101,-110977,1853,f,71
FuelCellWreckage,1033376,-107440,1505,f,71
ErythriteOre,1011948,-118579,1686,f,71
ErythriteOre,1010866,-121106,2890,f,71
TitaniumOre,1006909,-111867,3812,f,71
ScrapMetalPart,1012580,-119761,4454,f,71
ScrapMetalPart,1054205,-94253,1423,f,71
ScrapMetalPart,1039327,-103915,1403,f,71
ScrapMetalPart,1024628,-116331,1401,f,71
ScrapMetalPart,1054554,-95278,1220,f,71
ScrapMetalPart,1016538,-109621,1205,f,71
ScrapMetalPart,1020639,-114383,1187,f,71
BasaltPickup,1009481,-114976,3741,f,71
AzuritePickup,1024404,-111968,1106,f,71
FuelCellPart,1039558,-106372,1734,f,71
ScrapMetalWreckage,-171144,85222,1066,f,32
ScrapMetalWreckage,1024579,-116602,1394,f,71
FuelCellPart,-196046,86729,1137,f,31
ScrapMetalPart,-193077,86908,1129,f,31
BrittleBush,1032191,-106049,1533,f,71
BrittleBush,1046626,-97091,1907,f,71
ScrapMetalWreckage,1039099,-104057,1419,f,71
BrittleBush,1050751,-92537,2548,f,71
ScrapMetalPart,1021954,-118218,1333,f,71
FuelCellPart,1017305,-111028,1091,f,71
ScrapMetalPart,1052559,-93900,1732,f,71
FuelCellPart,1053271,-94432,1349,f,71
ErythritePickup,1010973,-120221,2363,f,71
AzuritePickup,1010587,-113643,1290,f,71
ScrapMetalPart,1054989,-91583,1187,f,71
ScrapMetalPart,1014220,-113625,1286,f,71
RhyolitePickup,1028579,-108071,1588,f,71
ScrapMetalPart,1012685,-126152,2396,f,71
AzuritePickup,1005536,-112794,1706,f,71
ErythriteOre,1012034,-119974,3051,f,71
BasaltPickup,1037888,-104687,2528,f,71
RhyolitePickup,1049686,-96005,1799,f,71
ScrapMetalWreckage,1018566,-107742,1422,f,71
ScrapMetalPart,1023897,-110116,1572,f,71
FuelCellPart,1006690,-123910,2050,f,71
ErythriteOre,1011409,-120782,2789,f,71
ScrapMetalWreckage,1054847,-91718,1174,f,71
ScrapMetalPart,1053028,-89252,1275,f,71
BrittleBush,1006511,-125118,1875,f,71
StravidiumOre,1038298,-105466,2517,f,71
TitaniumOre,1044225,-97340,2445,f,71
ScrapMetalPart,1020310,-111584,1657,f,71
ScrapMetalWreckage,1055641,-93868,1123,f,71
ScrapMetalWreckage,1020120,-111779,1566,f,71
FuelCellPart,1055062,-94249,1158,f,71
ScrapMetalPart,1016986,-112097,1155,f,71
ScrapMetalPart,1017414,-109788,1185,f,71
ScrapMetalPart,1010684,-116465,1344,f,71
BrittleBush,1026739,-112443,1236,f,71
BrittleBush,1015130,-118233,1670,f,71
ScrapMetalWreckage,1023765,-110349,1586,f,71
ScrapMetalPart,1019526,-112048,1444,f,71
ErythriteOre,1009616,-120821,2955,f,71
TitaniumPickup,1006815,-111423,3846,f,71
RhyolitePickup,1013135,-121043,3972,f,71
FuelCellPart,1022881,-117398,1166,f,71
BasaltOre,1048325,-96174,3196,f,71
ScrapMetalWreckage,1017007,-111828,1138,f,71
ScrapMetalPart,1023044,-117161,1164,f,71
FuelCellPart,1032670,-108311,1581,f,71
BasaltOre,1009173,-115208,3742,f,71
BasaltPickup,1006448,-120902,4551,f,71
ErythriteOre,1012317,-119711,1929,f,71
RhyolitePickup,1023674,-114801,1180,f,71
StravidiumOre,1014124,-114024,1296,f,71
StravidiumPickup,1050729,-92036,2474,f,71
FuelCellPart,1053907,-91856,1426,f,71
FuelCellPart,1025027,-116145,1458,f,71
BrittleBush,1004074,-120529,1562,f,71
BrittleBush,1022951,-118163,1300,f,71
ScrapMetalPart,1050911,-56152,1552,f,71
RhyolitePickup,-208291,81914,618,f,41
FuelCellPart,1042863,-100800,1893,f,71
ScrapMetalPart,1012173,-113242,1269,f,71
ScrapMetalPart,1055765,-93720,1142,f,71
StravidiumPickup,1038489,-105714,2450,f,71
ScrapMetalPart,1010774,-116105,1345,f,71
ScrapMetalWreckage,1054673,-95035,1160,f,71
FuelCellPart,1033381,-107450,1542,f,71
AzuritePickup,1053788,-94325,1335,f,71
ScrapMetalWreckage,1011014,-116224,1352,f,71
FuelCellWreckage,1053438,-94403,1303,f,71
ErythriteOre,1010555,-119736,2487,f,71
FuelCellWreckage,1039347,-106327,1701,f,71
FuelCellPart,1012965,-120366,4427,f,71
FuelCellPart,1052835,-91640,1706,f,71
FuelCellWreckage,1055032,-94245,1151,f,71
ScrapMetalPart,1053169,-89565,1279,f,71
BasaltPickup,1048223,-95833,3157,f,71
ScrapMetalWreckage,1052394,-65530,1351,f,71
TitaniumOre,1049721,-62409,5049,f,71
ScrapMetalPart,1032501,-35528,2218,f,71
ScrapMetalPart,1044658,-63065,1447,f,71
ScrapMetalPart,1029783,-34182,2144,f,71
ScrapMetalPart,1043985,-58024,1054,f,71
ScrapMetalPart,1052280,-66914,1133,f,71
BrittleBush,1026157,-35006,2496,f,71
ScrapMetalPart,1049567,-62728,5050,f,71
ScrapMetalWreckage,1045288,-63479,1332,f,71
BrittleBush,1048631,-56656,1244,f,71
BasaltOre,1047479,-64759,1635,f,71
RhyolitePickup,1044524,-57924,1072,f,71
FuelCellPart,1029147,-35257,2331,f,71
ScrapMetalWreckage,1044019,-60188,1224,f,71
ScrapMetalWreckage,1053878,-65143,1454,f,71
ScrapMetalPart,1030367,-34975,2170,f,71
ScrapMetalPart,1052344,-63307,1798,f,71
RhyolitePickup,1049810,-61654,4949,f,71
FuelCellPart,1054077,-62989,1499,f,71
ScrapMetalWreckage,1045423,-65114,1247,f,71
ScrapMetalPart,1045112,-61315,1320,f,71
ScrapMetalWreckage,1043633,-58524,1075,f,71
ScrapMetalWreckage,1043494,-59185,1123,f,71
ScrapMetalPart,1043633,-59047,1115,f,71
ScrapMetalPart,1028604,-35967,2480,f,71
ScrapMetalPart,1045372,-64880,1261,f,71
ScrapMetalWreckage,1028337,-36020,2483,f,71
BrittleBush,1032761,-37034,2410,f,71
FuelCellPart,1047649,-64248,1709,f,71
ScrapMetalWreckage,1032396,-35659,2134,f,71
ScrapMetalPart,1050793,-56800,1460,f,71
ScrapMetalWreckage,1030442,-35193,2186,f,71
FuelCellWreckage,1029414,-35276,2328,f,71
ScrapMetalPart,1043649,-58517,1077,f,71
FuelCellPart,1027583,-36080,2435,f,71
ScrapMetalPart,1045333,-63318,1343,f,71
RhyolitePickup,-171016,86462,970,f,32
StravidiumOre,-186451,90829,634,f,31
RhyolitePickup,1030431,-34624,2121,f,71
FuelCellWreckage,1027743,-34546,2225,f,71
ScrapMetalPart,1028503,-34568,2252,f,71
BasaltPickup,1047770,-64937,1705,f,71
ScrapMetalPart,1053911,-65149,1463,f,71
BrittleBush,1050548,-60907,4924,f,71
RhyolitePickup,1033133,-36590,2175,f,71
RhyolitePickup,1028558,-35488,2404,f,71
ScrapMetalPart,1053777,-62726,1434,f,71
RhyolitePickup,1029197,-34961,2281,f,71
BrittleBush,1050770,-66908,1075,f,71
BrittleBush,1048313,-55786,1169,f,71
BasaltOre,1032018,-36239,2222,f,71
RhyolitePickup,1027865,-35065,2302,f,71
BrittleBush,1054509,-62799,1641,f,71
FuelCellPart,1046473,-63932,1518,f,71
ScrapMetalPart,1044120,-59931,1204,f,71
ScrapMetalWreckage,1029669,-34007,2131,f,71
FuelCellPart,1045945,-63665,1416,f,71
ScrapMetalPart,1052282,-65334,1447,f,71
RhyolitePickup,1027877,-36262,2482,f,71
ScrapMetalPart,1045858,-65752,1201,f,71
RhyolitePickup,1027400,-35676,2352,f,71
BasaltPickup,1032323,-36426,2288,f,71
FuelCellPart,1027739,-34578,2246,f,71
ScrapMetalPart,1048619,-8615,1137,f,71
AzuritePickup,1044079,-14216,1489,f,71
FuelCellPart,1046172,-11768,1605,f,71
FuelCellPart,1049392,-11047,1292,f,71
BrittleBush,982808,-92368,2929,f,71
